#  ID	"RA	"	DEC	MAG_F160W	MAGERR_F160W	FWHM	STELLARITY	ELLIPTICITY	THETA	Z_BPZ	ZMIN_BPZ	ZMAX_BPZ	ODDS_BPZ	CHISQ2_BPZ	STAR	WEIGHT	NRS_F110W	NRS_F140X	NRS_CLEAR	REFERENCE
8070	53.15989256	-27.76561875	27.818	0.06	8.76	0.01	0.194	-89.5	2.63	1.87	2.86	0.769	0.332	0	6.9169	28.265	28.007	27.818	FALSE
4301	53.16175392	-27.75380095	27.334	0.218	13.03	0.01	0.324	88.9	2.63	2.21	3.13	0.679	0.226	0	6.9169	27.858	-99	27.334	FALSE
1044	53.15141813	-27.81513981	28.697	0.491	9.63	0	0.404	3.2	2.63	0.55	3.39	0.324	0.198	0	6.9169	29.775	-99	28.697	FALSE
2649	53.16521673	-27.80323398	28.355	0.178	10.53	0	0.333	-21.3	2.63	1.77	3.09	0.459	0.888	0	6.9169	29.66	28.669	28.355	FALSE
1381	53.18199234	-27.81146463	28.189	0.404	10.92	0	0.451	-41.4	2.63	0.43	3.35	0.358	0.302	0	6.9169	29.058	-99	28.189	FALSE
5775	53.17994139	-27.7925865	28.059	0.422	11.86	0	0.26	0.3	2.63	2.01	2.98	0.732	0.485	0	6.9169	29.153	-99	28.059	FALSE
10517	53.13183895	-27.78821918	27.946	0.206	7.45	0	0.192	-73.4	2.63	2.29	3.13	0.706	0.741	0	6.9169	28.443	28.143	27.946	FALSE
4270	53.16019325	-27.75265501	27.861	0.382	14.12	0	0.536	-12.6	2.63	1.4	3.26	0.305	1.114	0	6.9169	28.112	-99	27.861	FALSE
8604	53.17321178	-27.77535544	28.512	0.111	25.78	0	0.321	-23.1	2.629	2.42	2.82	0.971	1.887	0	6.911641	28.855	28.711	28.512	FALSE
7259	53.17574651	-27.78255649	29.992	0.346	10.08	0	0.088	-74.4	2.627	2.14	3.07	0.74	0.556	0	6.901129	30.288	29.482	29.992	FALSE
9817	53.1583887	-27.77868646	27.558	0.045	14.3	0	0.282	5.7	2.627	2.31	2.87	0.908	0.6	0	6.901129	28.2	27.898	27.558	FALSE
31805	53.16829593	-27.80818908	24.678	0.035	40.07	0.03	0.591	82.4	2.624	2.45	2.8	0.991	1.159	0	6.885376	24.985	-99	24.678	FALSE
6470	53.13578219	-27.79547232	27.422	0.24	12.66	0.01	0.174	4.3	2.622	2.36	2.83	0.945	1.614	0	6.874884	28.18	-99	27.422	FALSE
9310	53.15787052	-27.77462667	29.552	0.191	6.23	0.05	0.102	-16.6	2.621	1.74	3.19	0.635	0.423	0	6.869641	29.581	29.67	29.552	FALSE
5816	53.20390941	-27.79306794	27.45	0.231	11.52	0.02	0.247	25.4	2.621	2.36	2.84	0.934	0.253	0	6.869641	27.489	-99	27.45	FALSE
8422	53.1697243	-27.7671336	30.248	0.397	7.67	0.79	0.217	78.5	2.62	1.9	3.03	0.659	1.064	0	6.8644	30.187	30.07	30.248	TRUE
2985	53.17176638	-27.80138955	28.572	0.463	7.85	0.05	0.343	-24.9	2.62	1.85	2.96	0.669	0.908	0	6.8644	29.109	-99	28.572	FALSE
9255	53.1821052	-27.77345122	28.503	0.162	6.96	0.04	0.22	27	2.62	2.21	2.87	0.858	1.415	0	6.8644	28.968	28.412	28.503	FALSE
4983	53.15060714	-27.78900614	29.302	0.194	6.16	0.01	0.171	-54.8	2.62	1.9	2.94	0.831	0.811	0	6.8644	29.205	28.999	29.302	FALSE
2148	53.16146656	-27.80598042	28.85	0.143	8.66	0	0.148	86.3	2.62	2.09	2.94	0.769	0.87	0	6.8644	29.37	29.084	28.85	FALSE
7496	53.16961723	-27.76208922	28.812	0.7	4.99	0	0.155	-89.3	2.62	1.89	2.98	0.737	1.929	0	6.8644	99	-99	28.812	FALSE
6467	53.15615947	-27.75850049	28.445	0.357	12	0	0.404	-67.6	2.62	1.82	2.97	0.621	2.831	0	6.8644	28.842	-99	28.445	FALSE
9894	53.17592916	-27.7797455	28.212	0.075	16.97	0	0.332	73.2	2.62	2.24	3.2	0.632	0.429	0	6.8644	28.861	28.529	28.212	FALSE
1643	53.17715729	-27.80905868	28.175	0.254	17.94	0	0.313	72	2.62	1.67	3.2	0.567	0.342	0	6.8644	28.668	-99	28.175	FALSE
440	53.16211675	-27.8214805	28.125	0.493	9.06	0	0.517	27.4	2.62	0.45	3.44	0.232	0.691	0	6.8644	99	-99	28.125	FALSE
9755	53.13678651	-27.77848194	27.959	0.326	17.7	0	0.684	-68.1	2.62	1.91	2.89	0.685	0.334	0	6.8644	28.524	-99	27.959	FALSE
342	53.16843335	-27.822693	27.94	0.451	9.57	0	0.356	-67.9	2.62	0.73	3.09	0.388	0.73	0	6.8644	28.933	-99	27.94	FALSE
6683	53.18109784	-27.78527352	27.884	0.064	12.99	0	0.232	75.8	2.62	2.25	2.93	0.812	0.661	0	6.8644	28.869	28.374	27.884	FALSE
6075	53.13718394	-27.79386471	27.357	0.227	13.42	0	0.376	8.7	2.62	2.26	2.89	0.831	0.365	0	6.8644	28.274	-99	27.357	FALSE
1253	53.17961282	-27.81260462	26.651	0.092	4.35	0.03	0.03	44.8	2.619	2.41	2.8	0.977	1.692	0	6.859161	27.11	-99	26.651	FALSE
792	53.17042234	-27.81716916	25.578	0.046	8.54	0.03	0.317	64.6	2.619	2.39	2.81	0.965	0.489	0	6.859161	26.644	-99	25.578	FALSE
3696	53.16150303	-27.79771581	28.157	0.087	16.23	0	0.413	-79.6	2.619	2.32	2.89	0.876	0.478	0	6.859161	28.956	28.361	28.157	FALSE
4470	53.12552879	-27.78647849	28.171	0.456	7.84	0.01	0.242	89.7	2.617	2.29	2.93	0.87	1.745	0	6.848689	28.705	-99	28.171	FALSE
8802	53.14537495	-27.77398554	28.244	0.086	7.84	0.01	0.076	-38.7	2.614	2.33	2.9	0.895	0.42	0	6.832996	28.841	28.518	28.244	FALSE
21228	53.15034149	-27.80354275	27.075	0.213	5.85	0.93	0.148	57	2.613	2.3	2.88	0.893	0.832	0	6.827769	27.983	-99	27.075	TRUE
24903	53.16008767	-27.77635554	23.323	0.002	46.97	0.03	0.629	-17.4	2.612	2.45	2.77	0.995	0.243	0	6.822544	23.787	23.449	23.323	FALSE
22816	53.1680203	-27.790408	28.727	0.266	5.72	0.62	0.123	-70.5	2.611	2.35	2.89	0.906	1.945	0	6.817321	28.624	28.412	28.727	FALSE
1500	53.18582961	-27.80996757	23.211	0.006	5.31	0.03	0.09	71.5	2.611	2.45	2.77	0.995	0.253	0	6.817321	24.206	-99	23.211	FALSE
24371	53.1617825	-27.76690635	28.625	0.175	6.32	0.48	0.307	-28	2.61	1.33	2.98	0.429	1.665	0	6.8121	28.591	28.82	28.625	FALSE
4794	53.19850174	-27.78804254	29.297	0.749	5.55	0.05	0.064	43.9	2.61	1.57	2.88	0.473	0.446	0	6.8121	29.213	-99	29.297	FALSE
1935	53.15474107	-27.80737413	28.461	0.489	5.66	0.04	0.174	-47.6	2.61	1.34	3.2	0.404	0.553	0	6.8121	29.225	-99	28.461	FALSE
9161	53.1529293	-27.77198423	29.078	0.165	9.73	0.01	0.355	23.9	2.61	0.7	3.74	0.269	0.798	0	6.8121	29.855	29.506	29.078	FALSE
737	53.17034335	-27.8179085	29.041	0.587	6.94	0.01	0.194	73.8	2.61	0.72	3.13	0.421	0.307	0	6.8121	29.898	-99	29.041	FALSE
5502	53.15909495	-27.7914231	29.249	0.246	10.51	0	0.336	-11.5	2.61	0.46	3.43	0.231	0.24	0	6.8121	29.697	29.28	29.249	FALSE
6577	53.17107186	-27.78588299	29.153	0.09	9.74	0	0.212	-16.3	2.61	1.83	2.91	0.619	0.561	0	6.8121	29.647	29.401	29.153	FALSE
1662	53.16344197	-27.80910593	29.078	0.593	7.88	0	0.205	-32.6	2.61	1.76	3.11	0.454	0.567	0	6.8121	99	-99	29.078	FALSE
5523	53.1248893	-27.79135398	28.692	0.722	10.59	0	0.401	-15.6	2.61	0.45	3.38	0.269	0.675	0	6.8121	99	-99	28.692	FALSE
9590	53.15552253	-27.7766525	28.382	0.105	8.17	0	0.22	-18.1	2.61	1.85	2.99	0.504	0.472	0	6.8121	29.296	28.803	28.382	FALSE
8409	53.15295732	-27.77639436	28.257	0.099	15.18	0	0.323	87.5	2.61	1.71	3.21	0.442	0.328	0	6.8121	28.908	28.374	28.257	FALSE
6059	53.18085408	-27.79377513	27.926	0.311	6.8	0	0.121	36	2.61	2.01	2.94	0.734	1.008	0	6.8121	29.066	-99	27.926	FALSE
3168	53.14547689	-27.80041986	27.789	0.459	13.38	0	0.313	-43.5	2.61	1.83	2.87	0.753	3.153	0	6.8121	27.561	-99	27.789	FALSE
8252	53.14577206	-27.77729069	27.403	0.064	28.01	0	0.412	-41.2	2.61	2.23	2.88	0.828	0.164	0	6.8121	28.009	27.494	27.403	FALSE
2622	53.14750944	-27.80292894	26.065	0.082	24.09	0.03	0.622	-71.1	2.608	2.37	2.85	0.933	0.873	0	6.801664	26.736	-99	26.065	FALSE
912	53.15107189	-27.81615386	26.515	0.108	6.3	0.02	0.292	-43.3	2.605	2.33	2.85	0.912	2.099	0	6.786025	27.125	-99	26.515	FALSE
9977	53.19244299	-27.7812401	28.999	0.66	7.06	0.01	0.109	77	2.605	2.31	2.86	0.908	0.536	0	6.786025	29.237	-99	28.999	FALSE
4192	53.1450632	-27.79539693	25.755	0.011	3.83	0.05	0.128	44	2.604	2.44	2.75	0.996	1.532	0	6.780816	25.851	25.684	25.755	FALSE
8809	53.16678343	-27.77396735	26.527	0.021	9.92	0.02	0.246	-81.1	2.604	2.41	2.78	0.985	0.354	0	6.780816	27.462	26.825	26.527	FALSE
7306	53.13968005	-27.78213813	27.954	0.063	16.35	0	0.211	66.8	2.604	2.21	2.97	0.763	0.285	0	6.780816	29.08	28.212	27.954	FALSE
5118	53.13479881	-27.78964451	28.839	0.248	9.12	0	0.058	-15	2.603	2.34	2.84	0.924	0.692	0	6.775609	29.104	29.158	28.839	FALSE
7246	53.19165476	-27.78350774	28.397	0.43	3.61	0.87	0.045	-37.8	2.6	0.57	3.27	0.29	0.922	0	6.76	99	-99	28.397	TRUE
9901	53.18284655	-27.77931775	30.101	0.477	4.2	0.78	0.103	16.8	2.6	1.87	3.07	0.641	0.448	0	6.76	30.083	29.979	30.101	TRUE
10608	53.13482673	-27.79055302	28.563	0.539	5.94	0.45	0.031	14.9	2.6	0.45	3.4	0.234	0.445	0	6.76	99	99	28.563	FALSE
10145	53.15657323	-27.78216317	29.23	0.245	8.39	0.01	0.226	15.7	2.6	2.02	2.96	0.698	1.835	0	6.76	30.387	29.619	29.23	FALSE
363	53.1592512	-27.82250234	27.515	0.2	5.66	0.01	0.175	-15.2	2.6	2.23	3.15	0.653	0.686	0	6.76	28.704	-99	27.515	FALSE
1867	53.18023406	-27.80774897	27.483	0.205	6.82	0.01	0.13	41.8	2.6	2.21	3.06	0.708	0.915	0	6.76	28.271	-99	27.483	FALSE
5216	53.16408654	-27.79019828	29.464	0.175	9.64	0	0.27	89.3	2.6	1.72	3.19	0.408	1.963	0	6.76	30.527	29.941	29.464	FALSE
7720	53.16047099	-27.76350184	29.451	0.183	6.62	0	0.127	62.9	2.6	1.93	3.08	0.56	0.641	0	6.76	30.29	29.787	29.451	FALSE
5393	53.17552102	-27.79088759	29.435	0.309	9.57	0	0.183	-30.8	2.6	0.51	3.34	0.289	0.238	0	6.76	29.991	29.454	29.435	FALSE
3166	53.17798387	-27.80051851	28.961	0.722	8.65	0	0.272	45	2.6	0.44	3.36	0.178	0.477	0	6.76	28.98	-99	28.961	FALSE
9495	53.13944039	-27.77639263	28.301	0.334	6.73	0	0.164	-23.9	2.6	2.19	2.86	0.845	1.375	0	6.76	99	-99	28.301	FALSE
411	53.1743602	-27.82184386	28.28	0.608	14.56	0	0.387	63.7	2.6	1.73	2.97	0.556	1.359	0	6.76	99	-99	28.28	FALSE
5105	53.16511976	-27.7895291	28.249	0.092	14.59	0	0.237	-4.3	2.6	1.66	3.25	0.387	0.475	0	6.76	28.888	28.603	28.249	FALSE
9073	53.1658997	-27.77165203	29.321	0.218	10.19	0	0.356	34.7	2.599	2.08	2.98	0.786	0.6	0	6.754801	29.49	29.106	29.321	FALSE
5717	53.17719738	-27.79229568	28.768	0.234	12.87	0	0.381	-2.1	2.598	1.88	3.07	0.765	1.14	0	6.749604	28.662	28.711	28.768	FALSE
9445	53.17041286	-27.7734539	28.63	0.108	7.9	0	0.072	-84.2	2.596	2.11	2.94	0.788	0.444	0	6.739216	29.074	28.767	28.63	FALSE
6555	53.17928033	-27.78595282	25.504	0.009	7.07	0.03	0.289	-58.9	2.595	2.43	2.75	0.996	2.079	0	6.734025	25.979	25.704	25.504	FALSE
30252	53.17061522	-27.82377577	24.089	0.026	25.42	0.03	0.078	-79.5	2.594	2.43	2.76	0.993	0.209	0	6.728836	24.738	-99	24.089	FALSE
7473	53.13078182	-27.78131653	27.765	0.309	9.28	0	0.244	43.3	2.594	2.03	3.16	0.624	0.415	0	6.728836	29.343	-99	27.765	FALSE
961	53.16446616	-27.81565447	26.165	0.05	10.56	0.03	0.209	-55.5	2.593	2.41	2.76	0.988	0.134	0	6.723649	26.821	-99	26.165	FALSE
2369	53.13860546	-27.80467822	27.064	0.164	5.69	0.02	0.221	-29.8	2.593	2.25	2.91	0.812	0.469	0	6.723649	27.646	-99	27.064	FALSE
1914	53.16189099	-27.80706079	26.188	0.018	6.08	0.03	0.17	-51	2.591	2.42	2.75	0.992	0.757	0	6.713281	26.281	26.148	26.188	FALSE
9004	53.14510725	-27.77199575	26.656	0.059	24.8	0	0.615	-66.7	2.591	2.38	2.79	0.969	0.801	0	6.713281	27.058	26.636	26.656	FALSE
10464	53.15279388	-27.78517618	29.839	0.451	6.91	0.05	0.212	0.2	2.59	0.48	3.47	0.281	0.634	0	6.7081	30.906	29.697	29.839	FALSE
7297	53.16797192	-27.76111239	28.065	0.282	8.63	0.04	0.266	-2.7	2.59	1.82	2.89	0.594	2.127	0	6.7081	28.58	-99	28.065	FALSE
23182	53.18558567	-27.79348878	27.906	0.358	9.05	0.03	0.481	-88	2.59	1.71	2.83	0.626	0.16	0	6.7081	28.321	-99	27.906	FALSE
10532	53.15674734	-27.78933161	28.419	0.083	6.96	0.01	0.061	-24	2.59	1.96	2.89	0.811	0.727	0	6.7081	28.9	28.731	28.419	FALSE
1785	53.16192119	-27.80821531	27.677	0.076	7.72	0.01	0.248	-75.2	2.59	1.99	2.85	0.791	0.651	0	6.7081	28.294	27.997	27.677	FALSE
8788	53.17618086	-27.76990533	28.781	0.155	13.64	0	0.264	7.9	2.59	1.8	2.93	0.588	0.563	0	6.7081	29.179	28.965	28.781	FALSE
5913	53.15116517	-27.79327645	27.82	0.063	10.81	0	0.352	-54.9	2.59	2.14	2.91	0.67	0.543	0	6.7081	28.944	28.229	27.82	FALSE
6423	53.17356559	-27.79525613	27.687	0.106	13.97	0	0.313	3.9	2.59	1.88	3.07	0.588	0.391	0	6.7081	28.412	28.093	27.687	FALSE
5427	53.16125342	-27.7911498	27.113	0.076	22.9	0	0.344	-52	2.59	1.97	3.3	0.466	0.954	0	6.7081	27.738	27.27	27.113	FALSE
9993	53.19054047	-27.77929942	27.506	0.222	7.11	0	0.116	-67.1	2.587	2.13	3.03	0.698	1.53	0	6.692569	99	-99	27.506	FALSE
10622	53.13314797	-27.79101373	24.68	0.025	8.22	0.03	0.324	-41.9	2.585	2.38	2.76	0.98	0.468	0	6.682225	25.908	-99	24.68	FALSE
9772	53.16292225	-27.77812691	28.828	0.158	14.94	0	0.357	-20.2	2.585	2.31	2.83	0.916	1.316	0	6.682225	29.016	28.994	28.828	FALSE
20082	53.16474345	-27.82538947	26.954	0.139	3.47	0.98	0.047	-72.6	2.584	2.34	2.77	0.962	1.807	0	6.677056	27.342	-99	26.954	TRUE
2048	53.16565554	-27.80653471	27.276	0.148	15.77	0	0.506	5.5	2.584	2.25	2.89	0.847	0.69	0	6.677056	28.075	28.08	27.276	FALSE
3222	53.12945971	-27.79956698	23.855	0.024	31.52	0	0.521	45.1	2.584	2.4	2.76	0.985	0.179	0	6.677056	25.228	-99	23.855	FALSE
418	53.16756762	-27.82090149	25.795	0.099	23.38	0	0.489	-83	2.582	2.31	2.84	0.9	0.706	0	6.666724	26.693	-99	25.795	FALSE
4215	53.13097357	-27.79533017	25.157	0.044	12.56	0.03	0.389	17.8	2.581	2.4	2.75	0.988	0.058	0	6.661561	25.926	-99	25.157	FALSE
8210	53.18747984	-27.77745917	29.924	0.389	3.44	0.97	0.102	87.8	2.58	1.8	2.88	0.713	0.936	0	6.6564	30.027	99	29.924	TRUE
20875	53.18350412	-27.808352	28.156	0.471	3.78	0.73	0.227	9.2	2.58	1.55	2.85	0.402	1.29	0	6.6564	28.324	-99	28.156	TRUE
24906	53.15017698	-27.77563535	28.236	0.154	6.82	0.39	0.403	85.1	2.58	1.35	3.11	0.452	1.167	0	6.6564	28.313	28.394	28.236	FALSE
6677	53.15919904	-27.75841298	29.339	0.401	5.32	0.08	0.184	-51.4	2.58	1.88	2.88	0.735	0.787	0	6.6564	29.409	99	29.339	FALSE
7653	53.16657493	-27.76302169	27.677	0.07	6.04	0.02	0.181	-47.2	2.58	1.75	2.77	0.736	1.505	0	6.6564	27.91	27.735	27.677	FALSE
24	53.1650763	-27.83073556	27.425	0.236	7.5	0.02	0.115	-72.4	2.58	1.96	3.23	0.535	0.842	0	6.6564	28.451	-99	27.425	FALSE
2092	53.14980397	-27.8064068	28.734	0.53	6.79	0.01	0.296	28.6	2.58	1.53	2.98	0.48	1.215	0	6.6564	99	-99	28.734	FALSE
7127	53.1394087	-27.7825973	28.518	0.105	8.27	0.01	0.078	18.8	2.58	2.28	3.19	0.715	0.734	0	6.6564	29.034	28.519	28.518	FALSE
24456	53.15649013	-27.76818358	27.455	0.041	10.34	0.01	0.364	64.5	2.58	2.24	2.79	0.869	0.692	0	6.6564	28.599	28.015	27.455	FALSE
3471	53.12525497	-27.79889761	29.362	0.542	6.72	0	0.264	53.2	2.58	1.44	2.93	0.371	1.686	0	6.6564	29.17	-99	29.362	FALSE
8499	53.17536519	-27.76772932	29.356	0.627	9.06	0	0.101	32	2.58	1.97	3	0.701	0.401	0	6.6564	29.909	-99	29.356	FALSE
8414	53.14405881	-27.77336094	28.878	0.222	7.19	0	0.275	-76.3	2.58	1.95	3.07	0.622	0.939	0	6.6564	30.091	29.762	28.878	FALSE
7597	53.15021492	-27.76318574	28.527	0.409	5.93	0	0.211	6.6	2.58	1.8	2.89	0.627	1.448	0	6.6564	28.476	-99	28.527	FALSE
10491	53.12528273	-27.78684279	28.072	0.366	7.03	0	0.178	23	2.58	1.42	3.03	0.544	1.414	0	6.6564	28.964	-99	28.072	FALSE
6279	53.12401009	-27.79476023	27.7	0.389	15.77	0	0.372	4.3	2.58	0.52	3.21	0.346	1.432	0	6.6564	27.565	-99	27.7	FALSE
3804	53.15415703	-27.79735187	27.677	0.089	13.89	0	0.372	2.8	2.58	2.12	2.93	0.718	1.038	0	6.6564	28.76	27.917	27.677	FALSE
8131	53.14945237	-27.76582503	26.839	0.147	21.6	0	0.6	-29.2	2.58	2.32	2.98	0.817	0.913	0	6.6564	27.188	-99	26.839	FALSE
23309	53.15612773	-27.79433125	28.02	0.063	6.67	0.01	0.179	25.1	2.579	2.34	2.82	0.933	0.833	0	6.651241	28.715	28.151	28.02	FALSE
7362	53.18335349	-27.78201669	28.515	0.061	11.54	0	0.223	-31.8	2.579	2.16	2.99	0.714	0.913	0	6.651241	29.927	28.87	28.515	FALSE
23113	53.17063266	-27.79287626	27.799	0.083	11.33	0	0.499	-30.4	2.579	2.28	2.83	0.906	0.735	0	6.651241	28.296	28.19	27.799	FALSE
2997	53.15370415	-27.80103756	25.92	0.012	3.6	0.04	0.082	9	2.576	2.4	2.74	0.992	1.709	0	6.635776	27.046	26.202	25.92	FALSE
3108	53.13087096	-27.80061077	26.871	0.135	8.11	0.02	0.329	36.8	2.576	2.35	2.82	0.94	2.046	0	6.635776	27.217	-99	26.871	FALSE
8188	53.16090494	-27.77767506	27.109	0.038	12.16	0	0.054	-81	2.576	2.35	2.79	0.953	0.618	0	6.635776	27.93	27.398	27.109	FALSE
9979	53.183109	-27.7802449	27.273	0.035	4.05	0.02	0.04	45.3	2.574	2.38	2.75	0.983	0.708	1	6.625476	27.553	27.4	27.273	FALSE
22483	53.1409595	-27.78763233	28.649	0.12	6.49	0.08	0.239	-18.7	2.572	2.24	2.82	0.905	1.266	0	6.615184	28.859	28.907	28.649	FALSE
4588	53.19893663	-27.78605243	27.465	0.206	9.63	0.02	0.313	6.1	2.572	2.26	2.96	0.829	0.575	0	6.615184	28.053	-99	27.465	FALSE
8990	53.18019791	-27.7707638	28.734	0.492	6	0.07	0.077	66.9	2.57	1.83	3.14	0.54	0.718	0	6.6049	29.089	-99	28.734	FALSE
9674	53.18304612	-27.7771526	29.437	0.265	5.05	0.03	0.057	-72.6	2.57	1.76	3.12	0.484	0.393	0	6.6049	30.544	29.748	29.437	FALSE
1228	53.15848828	-27.81297518	28.633	0.477	5.37	0.03	0.119	80.6	2.57	1.34	2.8	0.328	1.472	0	6.6049	29.128	-99	28.633	FALSE
9860	53.19171301	-27.77892626	28.206	0.411	7.75	0.01	0.376	9.4	2.57	1.96	2.85	0.756	0.936	0	6.6049	29.422	-99	28.206	FALSE
1918	53.14607798	-27.80744778	27.521	0.212	4.28	0.01	0.095	40.4	2.57	1.78	2.76	0.735	2.258	0	6.6049	28.275	-99	27.521	FALSE
10346	53.17383416	-27.78448093	27.28	0.041	11.66	0.01	0.366	62.9	2.57	2.21	2.74	0.756	0.645	0	6.6049	28.077	27.637	27.28	FALSE
10002	53.16942692	-27.78044754	29.265	0.182	12.08	0	0.3	-74.3	2.57	2.17	2.89	0.845	0.955	0	6.6049	29.407	29.189	29.265	FALSE
9116	53.17205625	-27.77190039	28.788	0.124	7.62	0	0.226	-48.6	2.57	1.75	3	0.619	0.89	0	6.6049	29.248	29.356	28.788	FALSE
8163	53.1611751	-27.77805696	28.647	0.156	7.45	0	0.12	-56.7	2.57	2.32	2.81	0.932	1.276	0	6.6049	28.913	28.901	28.647	FALSE
8011	53.16934714	-27.77872428	28.365	0.123	10.38	0	0.168	-46.2	2.57	2.17	2.85	0.833	0.866	0	6.6049	28.858	28.648	28.365	FALSE
5040	53.15183499	-27.78927042	28.284	0.1	9.03	0	0.288	69	2.57	2.06	2.9	0.683	1.986	0	6.6049	29.264	28.84	28.284	FALSE
4179	53.19521427	-27.79576155	28.183	0.355	7.8	0	0.203	33.9	2.57	1.79	3.25	0.48	0.55	0	6.6049	29.04	-99	28.183	FALSE
8296	53.16435372	-27.77704812	28.038	0.158	9.67	0	0.276	17.9	2.57	1.19	3.18	0.367	0.205	0	6.6049	29.073	28.5	28.038	FALSE
2791	53.14522503	-27.80241609	27.89	0.289	7.01	0	0.111	23.5	2.57	1.64	3.17	0.46	0.937	0	6.6049	28.443	-99	27.89	FALSE
4769	53.18299042	-27.78798498	27.808	0.299	14.31	0	0.505	-46.6	2.57	1.76	3.06	0.669	1.212	0	6.6049	27.676	-99	27.808	FALSE
3513	53.13204904	-27.79849423	27.208	0.247	19.23	0	0.1	31.9	2.57	0.52	2.89	0.793	0.571	0	6.6049	27.782	-99	27.208	FALSE
9923	53.1461497	-27.77987262	23.189	0.002	17.1	0	0.28	36.5	2.57	2.39	2.74	0.986	0.01	0	6.6049	25.004	23.674	23.189	FALSE
4656	53.12631117	-27.78742279	27.119	0.234	13.81	0	0.476	-43.3	2.567	2.21	2.9	0.837	1.606	0	6.589489	27.6	-99	27.119	FALSE
23333	53.18601891	-27.79463719	25.677	0.045	6.15	0.03	0.273	-4.5	2.566	2.39	2.74	0.987	0.742	0	6.584356	26.22	-99	25.677	FALSE
9900	53.18203208	-27.77954479	23.431	0.003	23.21	0.03	0.485	3.4	2.562	2.4	2.71	0.996	0.792	0	6.563844	24.06	23.533	23.431	FALSE
5008	53.13263638	-27.78909232	28.66	0.574	6.3	0.07	0.156	-36.8	2.56	1.72	3.15	0.376	0.828	0	6.5536	99	-99	28.66	FALSE
9038	53.15656192	-27.77164384	29.765	0.289	10.07	0	0.299	-75.5	2.56	1.59	3.06	0.481	0.923	0	6.5536	29.767	29.438	29.765	FALSE
5875	53.13419735	-27.79267785	28.838	0.614	14.81	0	0.301	-48.1	2.56	1.61	3.04	0.537	1.025	0	6.5536	29.108	-99	28.838	FALSE
8334	53.17943214	-27.77668704	28.215	0.063	18.51	0	0.316	18.7	2.56	2.07	2.9	0.744	0.388	0	6.5536	29.127	28.561	28.215	FALSE
1194	53.15102104	-27.81337539	28.046	0.402	8.15	0	0.229	-51.4	2.56	0.68	3.24	0.399	0.085	0	6.5536	28.971	-99	28.046	FALSE
8693	53.15565156	-27.77468955	27.876	0.109	18.42	0	0.585	29.2	2.56	1.8	3.39	0.545	0.952	0	6.5536	28.381	27.949	27.876	FALSE
2354	53.16759756	-27.80473249	27.229	0.211	11.81	0	0.274	-85.7	2.56	2.25	2.84	0.88	0.408	0	6.5536	28.11	-99	27.229	FALSE
31026	53.14730138	-27.81515499	23.882	0.017	37.29	0.03	0.567	-6.9	2.558	2.38	2.72	0.99	0.457	0	6.543364	24.902	-99	23.882	FALSE
9683	53.18135755	-27.77751893	24.53	0.007	59.86	0	0.601	-46.4	2.557	2.38	2.74	0.986	0.109	0	6.538249	26.158	25.003	24.53	FALSE
33609	53.14044175	-27.79906656	24.629	0.03	31.8	0.03	0.628	-21.3	2.556	2.39	2.71	0.994	0.76	0	6.533136	25.309	-99	24.629	FALSE
6135	53.14527795	-27.7940984	26.669	0.024	11.44	0	0.163	18.6	2.554	2.34	2.74	0.965	0.529	0	6.522916	27.528	26.995	26.669	FALSE
23213	53.16930614	-27.79379896	25.371	0.01	10.19	0.03	0.398	29.7	2.553	2.39	2.7	0.996	0.788	0	6.517809	25.654	25.387	25.371	FALSE
1978	53.16145463	-27.80701623	28.859	0.136	11.58	0	0.089	-3.7	2.553	2.12	2.99	0.708	0.382	0	6.517809	29.663	28.955	28.859	FALSE
835	53.17630708	-27.81682413	26.152	0.076	8.58	0.03	0.395	-40.2	2.552	2.35	2.74	0.976	0.591	0	6.512704	26.582	-99	26.152	FALSE
9638	53.16551036	-27.77741391	27.404	0.05	12.35	0	0.288	-67.2	2.551	2.31	2.77	0.942	0.352	0	6.507601	28.122	27.611	27.404	FALSE
25370	53.16511273	-27.78654423	29.002	0.242	5.38	0.86	0.504	-24.4	2.55	1.54	3.2	0.342	0.393	0	6.5025	29.372	29.197	29.002	TRUE
3771	53.14959261	-27.79759682	28.766	0.146	10.37	0.39	0.09	-17.8	2.55	1.93	2.91	0.604	1.084	0	6.5025	29.494	29.337	28.766	FALSE
22451	53.17058739	-27.78741874	28.169	0.074	3.56	0.19	0.057	65.7	2.55	2.08	2.73	0.923	1.622	0	6.5025	28.34	28.174	28.169	FALSE
3340	53.15533245	-27.79966382	30.037	0.399	7.08	0.14	0.1	-85.6	2.55	1.82	2.96	0.621	0.432	0	6.5025	30.442	29.656	30.037	FALSE
3056	53.18757856	-27.80089366	27.206	0.137	3.94	0.13	0.133	-81.7	2.55	2.29	2.94	0.803	1.225	0	6.5025	28.026	-99	27.206	FALSE
2186	53.1609187	-27.8058048	29.414	0.219	6.12	0.1	0.192	-27.4	2.55	1.78	2.94	0.444	2.455	0	6.5025	30.118	29.727	29.414	FALSE
6487	53.13533923	-27.78574961	30.278	0.327	5.5	0.07	0.377	-26.1	2.55	1.31	3.06	0.432	0.643	0	6.5025	30.393	29.893	30.278	FALSE
